id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
978327886451741458,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,45299751,Nathan,,Central,40.7534181,-74.1861287,Entire home/apt,79,13,1,2023-10-17,0.39,2,155,1,
978764096892756336,Rental unit in Newark · ★3.33 · 3 bedrooms · 5 beds · 1 bath,238085412,Debora,,Central,40.73766110660487,-74.19609334699572,Entire home/apt,129,1,6,2023-12-24,1.94,3,87,6,
979261292991969140,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,314462294,M,,South,40.71979539254058,-74.20980098202165,Private room,53,2,5,2023-12-19,1.49,9,267,5,
979752593324192471,Rental unit in Newark · ★4.75 · 3 bedrooms · 3 beds · 2 baths,263532917,Afolabi,,West,40.74581858059582,-74.19740422064206,Entire home/apt,175,7,4,2023-12-03,1.54,3,268,4,
980700485360985687,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,392898151,Jaunt,,Central,40.729576531235956,-74.18089534033668,Entire home/apt,,1,2,2023-11-13,0.60,41,0,2,
980933194704075217,Home in Newark · 1 bedroom · 1 bed · 1 bath,392898151,Jaunt,,Central,40.75452714789865,-74.17572105475172,Private room,37,1,1,2023-11-10,0.59,41,265,1,
980989131829354760,Rental unit in Newark · 1 bedroom · 2 beds · 1 bath,537239409,Maurice,,South,40.7080133,-74.21451499999999,Entire home/apt,97,2,2,2023-12-17,1.22,4,267,2,
981828266983679011,Rental unit in Newark · 3 bedrooms · 3 beds · 2 baths,499439855,Chidi,,South,40.71237002848598,-74.21479124575853,Entire home/apt,180,1,0,,,5,269,0,
981923010669510194,Rental unit in Newark · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.7236295,-74.2160924,Private room,56,2,14,2023-12-27,4.20,17,266,14,
981984619828122353,Rental unit in Newark · ★4.25 · 1 bedroom · 1 bed · 1 bath,500829112,Uzee,,West,40.74045906848806,-74.1951665379167,Private room,69,1,4,2023-09-23,1.13,13,159,4,
981991440191781104,Rental unit in Newark · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.7236295,-74.2160924,Private room,60,2,3,2023-12-15,0.89,17,267,3,
982016798973225725,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.7236295,-74.2160924,Private room,60,2,1,2023-09-21,0.30,17,267,1,
982045032265793445,Rental unit in Newark · ★4.91 · Studio · 3 beds · 1 bath,338687664,Shaun,,East,40.73513459999999,-74.17120849999999,Entire home/apt,163,3,11,2023-12-17,4.23,7,264,11,
983227813003025970,Rental unit in Newark · ★4.50 · 1 bedroom · 1 bed · 1 bath,511435046,EgySky,,Central,40.756198,-74.17594679999999,Entire home/apt,98,2,10,2023-12-24,3.41,2,268,10,
983552935570327802,Rental unit in Newark · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.723839580633225,-74.21651862463816,Private room,67,2,3,2023-10-29,0.97,17,0,3,
983584494253266299,Home in Newark · 1 bedroom · 1 bed · 2 baths,392898151,Jaunt,,West,40.74017534620818,-74.19422062096248,Private room,43,2,2,2023-11-13,0.87,41,210,2,
983601470457506189,Home in Newark · ★4.33 · 1 bedroom · 1 bed · 2 baths,392898151,Jaunt,,West,40.739887095863246,-74.19604812064162,Private room,45,2,3,2023-10-24,1.11,41,238,3,
983623195485822592,Home in Newark · 1 bedroom · 1 bed · 2 baths,392898151,Jaunt,,West,40.7409848703446,-74.19612200586455,Private room,44,1,1,2023-11-05,0.53,41,269,1,
983637490651726858,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 2 baths,392898151,Jaunt,,West,40.7395870632982,-74.19544318675455,Private room,42,2,3,2023-10-17,0.89,41,268,3,
983980720646105941,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,537889799,Daniel,,Central,40.72796421441697,-74.17878789260863,Private room,37,1,0,,,1,58,0,
984290711178431752,Rental unit in Newark · ★5.0 · 1 bedroom · 3 beds · 1 bath,503371715,Sojourney,,North,40.7684295,-74.18773399999999,Entire home/apt,195,1,6,2023-12-20,6,5,175,6,
984427190828704219,Rental unit in Newark · ★5.0 · 3 bedrooms · 5 beds · 1 bath,147578751,Sean,,South,40.70934952931499,-74.20799426673115,Entire home/apt,233,2,3,2023-11-27,0.90,4,0,3,
984724535854333184,Rental unit in Newark · ★3.33 · 2 bedrooms · 3 beds · 1 bath,413494631,Alonzo,,South,40.72213199177783,-74.18779380619526,Entire home/apt,138,1,6,2023-12-17,2.22,3,266,6,
984870554804521978,Rental unit in Newark · ★4.63 · 2 bedrooms · 4 beds · 1 bath,468884150,Jeremiah,,East,40.72231521171214,-74.17429872370658,Entire home/apt,121,2,16,2023-12-21,4.95,2,262,16,
985003522334670447,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,119561546,Rosa,,East,40.73303152845168,-74.16184386255836,Private room,109,1,12,2023-12-10,4.24,2,86,12,
985311461224881349,Home in Newark · ★4.94 · 1 bedroom · 2 beds · 1 private bath,147119514,Iago,,Central,40.7420172,-74.1840412,Private room,120,1,16,2023-12-09,4.80,2,241,16,
985771989814365461,Rental unit in Newark · ★5.0 · 1 bedroom · 2 beds · 1 bath,265664944,Diaa,,West,40.738648512728844,-74.20574406638862,Entire home/apt,80,5,8,2023-12-27,4.62,1,270,8,
986240139731679957,Rental unit in Newark · ★5.0 · 1 bedroom · 3 beds · 1 bath,476191949,Antione,,East,40.73066061296729,-74.1533773805719,Entire home/apt,118,3,7,2023-12-20,2.33,4,267,7,
986494722746782367,Rental unit in Newark · ★4.86 · 2 bedrooms · 2 beds · 1 bath,538468456,Gemmie,,South,40.724142940614925,-74.20184966178353,Entire home/apt,210,1,7,2023-11-18,2.28,1,179,7,
986798814623571526,Rental unit in Newark · ★4.20 · 1 bedroom · 1 bed · 1 bath,538522108,Sumer,,North,40.7664871,-74.1680978,Entire home/apt,125,2,5,2023-12-22,2.63,1,87,5,
987540380382291528,Home in Newark · 1 bedroom · 1 bed · 1 bath,112512558,Frank,,South,40.723724017149564,-74.20672625312424,Private room,63,1,0,,,1,269,0,
988560617816833755,Home in Newark · 3 bedrooms · 3 beds · 2 baths,532041894,Friday,,South,40.71728408972341,-74.20538164454857,Entire home/apt,180,1,0,,,4,251,0,
988665669800765611,Home in Newark · ★5.0 · 3 bedrooms · 4 beds · 2 baths,473556935,Chioma,,West,40.74199049646534,-74.22892018072754,Entire home/apt,212,2,3,2023-12-03,2.50,1,158,3,
988904863154085861,Rental unit in Newark · ★New · 2 bedrooms · 3 beds · 1 bath,423817056,Alfred,,North,40.77031104350238,-74.18624055363694,Entire home/apt,129,1,0,,,1,269,0,
989068917436312500,Home in Newark · 2 bedrooms · 2 beds · 1 bath,121680792,Evolve,,South,40.7111,-74.2021,Entire home/apt,127,2,2,2023-10-22,0.71,12,244,2,
989318264891945914,Rental unit in East Orange · 1 bedroom · 1 bed · 1 bath,537324511,Che,,West,40.759271604883956,-74.19504042061736,Entire home/apt,55,3,2,2023-12-05,0.73,1,174,2,
989822920947285119,Home in Newark · ★5.0 · 1 bedroom · 2 beds · 1 bath,4701662,Ronnie,,South,40.71037525912829,-74.20935505754326,Entire home/apt,77,3,6,2023-12-28,2.54,2,81,6,
990122193703186689,Home in Newark · ★2.80 · 1 bedroom · 2 beds · 1 bath,392898151,Jaunt,,North,40.75781636372997,-74.17353976068355,Private room,42,1,5,2023-12-08,1.63,41,267,5,
990520578240870371,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,528145825,Mishael,,West,40.73948112268962,-74.19575793519033,Private room,61,1,1,2023-11-08,0.55,10,0,1,
991548755196656860,Rental unit in Newark · ★4.67 · 1 bedroom · 1 bed · 1 bath,67932442,Netonia,,East,40.72328013673494,-74.17795841006206,Entire home/apt,130,14,3,2023-12-13,3,4,224,3,
991618219242270779,Rental unit in Newark · 1 bedroom · 1 bed · 2 baths,393629982,Adesola,,West,40.75184616012948,-74.19018214083542,Private room,62,2,2,2023-10-15,0.75,4,267,2,
991834949724151189,Rental unit in Newark · ★3.83 · 1 bedroom · 1 bed · 1 bath,357754550,Kareem,,Central,40.73353,-74.17627,Entire home/apt,117,1,6,2023-11-28,2.25,5,268,6,
992001985167763890,Home in Newark · ★4.90 · 1 bedroom · 1 bed · 1 bath,66623862,Adaure,,Central,40.74501109791221,-74.18482245548866,Private room,60,2,10,2023-12-09,3.53,9,84,10,
992148644469384698,Home in Newark · ★4.86 · 4 bedrooms · 4 beds · 2 baths,20418041,Tricia,,East,40.72705214523019,-74.15627532009887,Entire home/apt,248,2,7,2023-12-17,2.96,1,263,7,
992807021160601155,Rental unit in Newark · ★3.25 · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.717980886830816,-74.21842731535435,Private room,56,2,4,2023-11-26,1.74,17,267,4,
992817709867840158,Rental unit in Newark · 2 bedrooms · 2 beds · 1 bath,21885984,Jasmin,,South,40.710460388340145,-74.21028745807055,Entire home/apt,170,2,2,2023-10-15,0.71,1,151,2,
992818317674990703,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,484261939,Islamiat,,South,40.72309123378446,-74.2154534527417,Private room,60,2,1,2023-10-06,0.35,17,267,1,
992874311358888193,Home in Newark · 1 bedroom · 1 bed · 1 bath,395151894,Bossman,,South,40.727945784345664,-74.21136058788545,Private room,60,1,0,,,1,268,0,
993342791236687898,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,487299282,Felix,,South,40.71953166593182,-74.21378721366577,Entire home/apt,92,1,0,,,9,268,0,
993437067309180127,Rental unit in Newark · ★5.0 · 1 bedroom · 3 beds · 1 bath,119509213,Sarah,,East,40.726358413333095,-74.1641370104612,Entire home/apt,137,1,11,2023-12-29,6.60,4,257,11,
993507944959907952,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,528145825,Mishael,,West,40.74077701069822,-74.19452398764828,Private room,68,1,1,2023-12-15,1,10,269,1,
993681638611528721,Home in Newark · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,118899737,Daniela,,South,40.7118492,-74.2085041,Private room,64,1,8,2023-12-17,3.04,3,83,8,
993704727671965224,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,514624723,Thaddeus,,South,40.71863624682634,-74.20282562858202,Private room,58,1,1,2023-10-15,0.38,2,248,1,
993749134967097264,Rental unit in Newark · 2 bedrooms · 8 beds · 1 bath,348764663,Baruch,,East,40.7191727,-74.17525880000001,Entire home/apt,343,1,2,2023-11-25,0.94,4,267,2,
994184193740176895,Home in Newark · ★4.44 · 1 bedroom · 1 bed · 1 bath,73860334,Anna,,South,40.70921336074193,-74.20994840117437,Private room,69,2,9,2023-12-03,3.65,4,58,9,
994222959495812966,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,210513865,Dario,,East,40.73054801141096,-74.16267674237977,Entire home/apt,126,5,1,2023-10-12,0.37,3,262,1,
994455601915492902,Rental unit in Newark · 3 bedrooms · 9 beds · 2 baths,540253132,Netzar,,East,40.71915329999999,-74.17523709999999,Entire home/apt,357,2,1,2023-12-29,1,3,269,1,
994523689926096483,Home in Newark · 1 bedroom · 1 bed · 1 bath,66623862,Adaure,,Central,40.747228470724444,-74.18608410817254,Private room,68,2,1,2023-10-13,0.37,9,255,1,
994534545720504966,Home in Newark · 1 bedroom · 1 bed · 1 bath,66623862,Adaure,,Central,40.74520341552054,-74.18468877369489,Private room,68,2,0,,,9,165,0,
994541363578758309,Home in Newark · 1 bedroom · 1 bed · 1 bath,66623862,Adaure,,Central,40.746557645874105,-74.18572265518866,Private room,68,2,0,,,9,165,0,
994711162913650720,Home in Newark · ★4.56 · 1 bedroom · 1 bed · 1 bath,455009191,Annwins Place,,South,40.71841320000001,-74.20734829999999,Private room,56,1,9,2023-12-09,3.75,5,363,9,
994763263242171196,Home in Newark · ★5.0 · 2 bedrooms · 2 beds · 1 bath,443930461,Richard,,South,40.7127971,-74.20341859999999,Entire home/apt,160,1,9,2023-12-25,3.65,2,0,9,
994902837385318648,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,500829112,Uzee,,West,40.7412184556011,-74.19425123628235,Private room,73,1,1,2023-10-12,0.37,13,266,1,
995006316357341784,Rental unit in Newark · ★4.40 · 1 bedroom · 1 bed · 1 bath,528145825,Mishael,,West,40.74042812242936,-74.19534796349754,Private room,68,1,5,2023-12-17,2.05,10,268,5,
995533834743145462,Rental unit in Newark · 2 bedrooms · 8 beds · 1 bath,540253132,Netzar,,East,40.7191727,-74.17525880000001,Entire home/apt,400,2,0,,,3,268,0,
995745909923630511,Home in Newark · ★4.44 · 1 bedroom · 2 beds · 1 shared bath,271660466,K,,South,40.711863809688424,-74.20219978661409,Private room,62,2,9,2023-12-22,3.33,1,86,9,
995774573415315601,Rental unit in Newark · 1 bedroom · 1 bed · 2 baths,500829112,Uzee,,South,40.71196,-74.22487,Private room,63,1,0,,,13,265,0,
995830890961266455,Rental unit in Newark · 5 bedrooms · 15 beds · 3 baths,540253132,Netzar,,East,40.71915329999999,-74.17523709999999,Entire home/apt,629,2,2,2023-11-20,1.20,3,266,2,
996497577766980902,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,449089567,Godgift,,South,40.7249252,-74.2050551,Private room,142,1,0,,,8,268,0,
996703861644249845,Rental unit in Newark · ★4.69 · 1 bedroom · 1 bed · 1 bath,540735044,Hernán,,East,40.728345665426836,-74.15446342368234,Private room,52,1,25,2023-12-31,9.26,2,0,25,
997735566350319488,Home in Newark · 1 bedroom · 1 bed · 1 shared bath,449089567,Godgift,,South,40.72595618406476,-74.20531689917001,Private room,119,1,0,,,8,269,0,
997954678736332947,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,484261939,Islamiat,,South,40.72400016799102,-74.21507957682134,Private room,53,2,1,2023-11-10,0.59,17,268,1,
998257306632211567,Rental unit in Newark · 3 bedrooms · 9 beds · 2 baths,348764663,Baruch,,East,40.71916,-74.17524,Entire home/apt,529,2,0,,,4,268,0,
998349591388288391,Rental unit in Newark · 3 bedrooms · 3 beds · 2 baths,92856476,Aminot,,West,40.7395067026943,-74.20749205241904,Entire home/apt,235,1,0,,,22,269,0,
998495830219697522,Home in Newark · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,449089567,Godgift,,South,40.72393,-74.20424,Private room,221,1,3,2023-12-30,1.29,8,268,3,
998502246596188191,Home in Newark · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,449089567,Godgift,,South,40.72524,-74.20389,Private room,111,1,2,2023-12-30,0.92,8,0,2,
998730999355546163,Rental unit in Newark · ★5.0 · 2 bedrooms · 5 beds · 1 bath,537239409,Maurice,,South,40.7080132007627,-74.21451497823,Entire home/apt,169,2,3,2023-12-17,2.09,4,267,3,
998745293986392467,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,537239409,Maurice,,South,40.7080132007627,-74.21451497823,Private room,60,2,0,,,4,87,0,
998752563143955409,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,537239409,Maurice,,South,40.7080132007627,-74.21451497823,Private room,56,2,0,,,4,267,0,
998786885598156135,Home in Newark · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,147119514,Iago,,Central,40.74104177020275,-74.18335872665382,Private room,82,1,5,2023-12-17,2.08,2,0,5,
998806635423257564,Rental unit in Newark · ★New · 1 bedroom · 2 beds · 1 shared bath,447238135,Nely,,East,40.73320890000001,-74.1444715,Private room,82,1,0,,,2,266,0,
998848648086151425,Rental unit in Newark · 5 bedrooms · 3 baths,348764663,Baruch,,East,40.7191727,-74.17525880000001,Entire home/apt,750,1,0,,,4,268,0,
998862645847393324,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,507553023,Myrun,,South,40.71280012687971,-74.20846147750014,Private room,107,1,0,,,12,269,0,
998887416929728710,Rental unit in Newark · 3 bedrooms · 3 beds · 1.5 baths,492288277,My Run,,Central,40.749955952877656,-74.18213937085814,Entire home/apt,429,1,2,2023-11-25,0.83,7,267,2,
999149963373356505,Home in Newark · ★4.0 · 1 bedroom · 1 bed · 1 private bath,449089567,Godgift,,South,40.72604897566962,-74.20596935021287,Private room,108,1,3,2023-11-19,1.25,8,268,3,
999845520041568143,Home in Newark · ★4.50 · 2 bedrooms · 2 beds · 1 bath,168418678,Julissa,,West,40.74383,-74.22847,Entire home/apt,111,1,6,2023-12-17,2.90,1,86,6,
999959283634102131,Home in Newark · 6 bedrooms · 7 beds · 2 baths,449089567,Godgift,,South,40.72564714926493,-74.20546214481574,Entire home/apt,757,1,1,2023-12-10,1,8,268,1,
1000033401734659019,Home in Newark · ★New · 1 bedroom · 2 beds · 1 bath,533070281,Marcelo,,East,40.72875629118688,-74.15563809995449,Entire home/apt,130,1,2,2023-11-23,1.43,2,165,2,
1000242672579630817,Rental unit in Newark · ★4.43 · 2 bedrooms · 2 beds · 1 bath,115163921,Jéss,,East,40.7266004,-74.15879199999999,Entire home/apt,124,3,7,2023-12-17,3.68,4,248,7,
1001293465725327168,Rental unit in Newark · 2 bedrooms · 3 beds · 1 bath,533070281,Marcelo,,East,40.72919539999999,-74.1563608,Entire home/apt,138,1,0,,,2,266,0,
1001398469665090099,Rental unit in Newark · 1 bedroom · 1 bed · 2 baths,393629982,Adesola,,West,40.75047699554753,-74.19101358171615,Private room,60,1,2,2023-10-26,0.75,4,269,2,
1001646303460359864,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,393629982,Adesola,,West,40.750089615482885,-74.19175757238972,Entire home/apt,96,1,2,2023-10-23,0.81,4,269,2,
1001878788989254115,Home in Newark · 6 bedrooms · 8 beds · 4.5 baths,51958771,Sumana,,Central,40.73000038643563,-74.17984660052491,Entire home/apt,699,3,1,2023-11-19,0.70,1,266,1,
1002634373476394961,Rental unit in Newark · 3 bedrooms · 3 beds · 2 baths,289189993,Johnson,,West,40.74107007860614,-74.2092169354164,Entire home/apt,246,3,0,,,9,265,0,
1003009662987085263,Home in Newark · ★3.50 · 3 bedrooms · 1 bath,541994734,Esther,,South,40.713593228003184,-74.21431863305818,Entire home/apt,137,1,4,2023-12-17,1.71,3,268,4,
1003114539204274385,Rental unit in Newark · ★4.88 · 1 bedroom · 1 bed · 1 bath,540230224,Marisa,,East,40.73687209050102,-74.14091555502362,Private room,46,1,16,2023-12-24,6.67,1,217,16,
1003528486403940878,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,449089567,Godgift,,South,40.725261237911816,-74.2062067656161,Entire home/apt,137,1,9,2023-12-29,4.22,8,268,9,
1003721666571289721,Rental unit in Newark · ★4.94 · 1 bedroom · 2 beds · 1 bath,498019702,Quedate,,Central,40.73811389999999,-74.167322,Entire home/apt,159,1,17,2023-12-18,7.39,4,266,17,
1004326230756726464,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,542275169,Solid Management & Logistics,,Central,40.73905781509065,-74.20094152190444,Private room,129,1,1,2023-12-29,1,12,178,1,
1004339961222649674,Rental unit in Newark · ★4.80 · 1 bedroom · 1 bed · 1 bath,542275169,Solid Management & Logistics,,West,40.739941536011855,-74.20138821271968,Private room,99,1,5,2023-12-21,3.85,12,269,5,
1004387933449626293,Rental unit in Newark · ★4.33 · 1 bedroom · 2 beds · 1 bath,426180130,Savannah,,Central,40.72798,-74.18044,Entire home/apt,106,1,6,2023-12-14,2.81,4,85,6,
1004459069950615184,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,57941757,Giai,,Central,40.738540919575684,-74.20147038033427,Private room,120,1,7,2023-12-13,2.88,5,352,7,
1004592899166591901,Rental unit in Newark · ★New · 1 bedroom · 1 bed · 1 bath,542336419,Lindsey,,South,40.718273,-74.2078089,Private room,63,1,1,2023-10-29,0.47,1,266,1,
1004880397117234721,Home in Newark · 1 bedroom · 1 bed · 3 baths,396676450,Jaunt,,North,40.75769037291042,-74.17372261720078,Private room,45,1,1,2023-10-22,0.43,7,268,1,
1004998225657651863,Home in Newark · ★4.67 · 3 bedrooms · 4 beds · 2 baths,121680792,Evolve,,Central,40.72982,-74.1804,Entire home/apt,219,2,3,2023-12-03,1.61,12,362,3,
1005008493762323254,Rental unit in Newark · ★4.78 · 1 bedroom · 1 bed · 1 bath,542275169,Solid Management & Logistics,,Central,40.73904158875335,-74.20106066218537,Private room,117,1,9,2023-12-24,4.66,12,267,9,
1005016000366923609,Home in Newark · ★4.67 · 3 bedrooms · 3 beds · 2 baths,542275169,Solid Management & Logistics,,West,40.73991923012419,-74.20116935247893,Entire home/apt,464,1,3,2023-11-25,1.25,12,165,3,
1005019087940951190,Rental unit in Newark · ★4.33 · 1 bedroom · 1 bed · 1 bath,57941757,Giai,,West,40.739939088627445,-74.20147389633979,Private room,125,1,3,2023-11-16,1.25,5,362,3,
1005037305622545065,Rental unit in Newark · ★5.0 · 2 bedrooms · 2 beds · 1 bath,542275169,Solid Management & Logistics,,Central,40.73854177469679,-74.20206742248962,Private room,269,1,3,2023-12-10,1.36,12,88,3,
1005129473551790441,Rental unit in Newark · ★4.82 · 1 bedroom · 1 bed · 1 bath,57941757,Giai,,West,40.74055560514009,-74.20140975883486,Private room,141,1,11,2023-12-16,5.00,5,88,11,
1005146854585767575,Rental unit in Newark · 3 bedrooms · 3 beds · 2 baths,57941757,Giai,,West,40.73966285469345,-74.20263047448942,Private room,442,1,0,,,5,76,0,
1005163481380227640,Home in Newark · 3 bedrooms · 3 beds · 2 baths,92856476,Aminot,,South,40.72355,-74.19458,Entire home/apt,283,3,1,2023-10-29,0.47,22,361,1,
1005240921941409399,Rental unit in Newark · 2 bedrooms · 3 beds · 1 bath,510233783,Caroline,,South,40.71746984480957,-74.19760905792411,Entire home/apt,393,1,0,,,3,266,0,
1005580280650434495,Home in Newark · ★4.67 · 1 bedroom · 2 beds · 1 shared bath,542524838,Bouqie,,Central,40.73781598265198,-74.20155856758356,Private room,57,1,3,2023-12-30,1.36,2,268,3,
1005595901279039560,Home in Newark · 3 bedrooms · 3 beds · 2 baths,542524838,Bouqie,,Central,40.73763231148725,-74.20150894671679,Entire home/apt,400,1,0,,,2,256,0,
1005740801607486352,Home in Newark · ★New · 1 bedroom · 1 bed · 1 bath,533553774,Fatimah,,Central,40.73759978078926,-74.20124139636755,Private room,56,1,0,,,2,268,0,
1005951588896216565,Home in Newark · ★4.43 · 1 bedroom · 1 bed · 1 bath,532041894,Friday,,South,40.70668081348525,-74.21384911604414,Private room,75,1,7,2023-12-02,3.33,4,252,7,
1005975471953557306,Home in Newark · ★New · 4 bedrooms · 4 beds · 2.5 baths,523747727,Kuzmer,,South,40.7161320844927,-74.21157108716025,Entire home/apt,655,1,1,2023-12-03,1,9,269,1,
1006388975361601856,Home in Newark · 1 bedroom · 1 bed,392898151,Jaunt,,Central,40.757528504918675,-74.17181850885017,Private room,43,1,1,2023-11-17,0.68,41,268,1,
1006478858033544906,Rental unit in Newark · 2 bedrooms · 2 beds · 1 private bath,57941757,Giai,,West,40.74032354169967,-74.20236726328122,Private room,274,1,1,2023-11-06,0.53,5,269,1,
1006499139324682183,Rental unit in Newark · ★New · 3 bedrooms · 3 beds · 2 baths,164162478,Evans,,South,40.717782300698666,-74.22094747250102,Entire home/apt,,4,1,2023-12-15,1,1,0,1,
1006548525277430860,Rental unit in Newark · 1 bedroom · 1 bed · 1 bath,500829112,Uzee,,South,40.71251917201047,-74.22264769700774,Private room,79,1,0,,,13,268,0,
1006549055069656490,Rental unit in Newark · 1 bedroom · 1 bed · 1 shared bath,520318902,Haven Stays,,South,40.71355344776125,-74.21722734735648,Private room,68,1,2,2023-11-04,0.91,6,267,2,
1006552943353768038,Townhouse in Newark · 3 bedrooms · 3 beds · 2 baths,388189587,Jasmine,,North,40.763578996186055,-74.19122772609998,Entire home/apt,343,1,0,,,1,89,0,
1006581828046762298,Rental unit in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,210513865,Dario,,East,40.7308997067968,-74.16330297801385,Entire home/apt,91,5,3,2023-11-27,1.58,3,260,3,
1006783628217029006,Rental unit in Newark · 3 bedrooms · 9 beds · 2 baths,348764663,Baruch,,East,40.7192279,-74.1751847,Entire home/apt,429,1,0,,,4,268,0,
1007305059325579774,Rental unit in Newark · ★4.91 · 2 bedrooms · 3 beds · 1 bath,32916846,Max,,East,40.72775,-74.16269,Entire home/apt,194,2,11,2023-12-28,5.24,2,71,11,
1007414178352091928,Rental unit in Newark · ★4.83 · 1 bedroom · 1 bed · 1 bath,540735044,Hernán,,East,40.7293885,-74.1555352,Private room,69,1,6,2023-12-28,4.74,2,222,6,
1007949551459683739,Rental unit in Newark · ★New · 1 bedroom · 2 beds · 1 bath,4701662,Ronnie,,South,40.708979706759365,-74.21113802126882,Entire home/apt,80,4,0,,,2,140,0,
1008042453256878155,Rental unit in Newark · ★New · 1 bedroom · 1 bed · Half-bath,484261939,Islamiat,,South,40.7236295,-74.2160924,Private room,68,2,0,,,17,267,0,
1008054812778241816,Rental unit in Newark · ★New · 1 bedroom · 1 bed · Half-bath,484261939,Islamiat,,South,40.7233507105338,-74.21494298109991,Private room,68,1,0,,,17,267,0,
1008589899937980620,Rental unit in Newark · ★New · 3 bedrooms · 3 beds · 1 bath,484261939,Islamiat,,South,40.7236295,-74.2160924,Entire home/apt,250,1,0,,,17,267,0,
1008602753326271667,Rental unit in Newark · ★New · 3 bedrooms · 3 beds · 1 bath,484261939,Islamiat,,South,40.72282921673032,-74.21510758632357,Entire home/apt,250,1,0,,,17,267,0,
1008641057402956122,Home in Newark · ★New · 1 bedroom · 1 bed · 0 baths,328804258,Franklyn,,West,40.74854296670691,-74.2057958990002,Private room,55,3,1,2023-10-27,0.45,8,268,1,
1008879427033415625,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,118899737,Daniela,,South,40.71158680530322,-74.20910333400684,Private room,64,1,6,2023-12-10,2.90,3,82,6,
1009220736155419676,Rental unit in Newark · ★New · 3 bedrooms · 11 beds · 2 baths,33616515,Brenda,,East,40.718862121978916,-74.17423212360762,Entire home/apt,374,2,1,2023-12-10,1,3,268,1,
1009235966907244921,Rental unit in Newark · ★New · 5 bedrooms · 19 beds · 3 baths,33616515,Brenda,,East,40.7202071612484,-74.17407298592269,Entire home/apt,714,2,0,,,3,268,0,
1009452593463180465,Home in Newark · ★5.0 · 1 bedroom · 1 bed · 1 bath,236804347,Friday,,South,40.717677742592045,-74.20577322829924,Private room,80,1,5,2023-12-05,2.31,12,251,5,
1009594126069869452,Rental unit in Newark · ★4.60 · 1 bedroom · 1 bed · 1 bath,517269074,Chukwuyem,,South,40.7153103,-74.2014925,Private room,55,1,5,2023-12-10,2.59,7,265,5,
1009712385160217383,Home in Newark · ★New · 1 bedroom · 1 bed · 0 shared baths,395594834,Your.Rentals,,South,40.7129435,-74.2160754,Shared room,63,1,0,,,3,283,0,
1010142503837341859,Home in Newark · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,532041894,Friday,,South,40.70715374687079,-74.21238107395651,Private room,66,1,14,2023-12-18,7.37,4,267,14,
1010197461362160353,Rental unit in Newark · ★New · 2 bedrooms · 2 beds · 1 bath,543451402,Maria,,Central,40.73057681588668,-74.17040909029339,Entire home/apt,168,7,2,2023-11-20,1.09,3,364,2,
1011070859997565193,Home in Newark · ★New · 1 bedroom · 1 bed · 1 private bath,543625270,Shondel,,West,40.74917375197321,-74.23157034982579,Private room,74,1,2,2023-11-20,1.22,1,257,2,
